"_id","im1","im2","w1","w2","t","u"
1932,11,9,0,1,1,false
1933,63,61,0,1,1,false
1934,96,8,0,1,1,false
1916,53,15,0,1,1,false
1935,56,49,0,1,1,false
1936,40,31,1,0,1,false
1937,96,79,1,0,1,false
1938,95,2,1,0,1,false
1939,77,58,0,1,1,false
1941,59,10,0,1,1,false
1942,95,86,1,0,1,false
1943,55,44,0,1,1,false
1944,33,7,0,1,1,false
1945,85,45,1,0,1,false
1946,60,49,1,0,1,false
1947,84,36,0,1,1,false
1948,81,11,1,0,1,false
1949,85,54,1,0,1,false
1950,47,33,0,1,1,false
1951,91,16,1,0,1,false
1952,80,18,1,0,1,false
1953,66,48,1,0,1,false
1954,58,34,0,1,1,false
1955,20,19,0,1,1,false
1956,86,84,1,0,1,false
1957,75,40,1,0,1,false
1958,47,3,0,1,1,false
1940,70,2,1,0,1,false
1959,97,73,0,1,1,false
1960,66,29,0,1,1,false
1961,51,7,0,1,1,false
1962,98,85,1,0,1,false
1963,47,43,0,1,1,false
1965,81,77,0,1,1,false
1966,41,34,0,1,1,false
1967,58,17,1,0,1,false
1968,34,3,1,0,1,false
1969,67,11,1,0,1,false
1970,42,24,1,0,1,false
1971,34,7,1,0,1,false
1972,99,3,0,1,1,false
1973,41,11,0,1,1,false
1974,80,13,0,1,1,false
1975,47,29,0,1,1,false
1976,95,94,0,1,1,false
1977,84,75,0,1,1,false
1978,93,65,1,0,1,false
1979,84,18,1,0,1,false
1980,97,65,0,1,1,false
1981,45,0,0,1,1,false
1982,48,40,0,1,1,false
1964,48,42,1,0,1,false
1983,60,12,1,0,1,false
1984,63,59,1,0,1,false
1985,93,66,1,0,1,false
1986,41,23,1,0,1,false
1987,57,42,1,0,1,false
1989,95,81,1,0,1,false
1990,69,54,0,1,1,false
1991,94,65,1,0,1,false
1992,54,28,1,0,1,false
1993,82,66,0,1,1,false
1994,83,68,0,1,1,false
1995,94,76,1,0,1,false
1996,90,60,0,1,1,false
1997,85,19,1,0,1,false
1998,39,18,0,1,1,false
1999,55,27,1,0,1,false
2000,26,25,0,1,1,false
2001,52,23,1,0,1,false
2002,63,34,1,0,1,false
2003,67,52,0,1,1,false
2004,41,32,1,0,1,false
2005,49,12,1,0,1,false
2006,99,52,1,0,1,false
1988,79,9,1,0,1,false
1892,68,30,1,0,1,false
2007,91,52,1,0,1,false
2008,74,52,1,0,1,false
2009,99,6,0,1,1,false
2010,92,74,0,1,1,false
2011,73,0,1,0,1,false
2012,14,8,1,0,1,false
2013,27,8,0,1,1,false
2014,70,5,1,0,1,false
2015,56,7,0,1,1,false
2016,32,20,0,1,1,false
2017,65,47,0,1,1,false
2018,86,43,0,1,1,false
2019,74,22,0,1,1,false
1893,44,26,1,0,1,false
2020,76,28,0,1,1,false
2021,62,43,1,0,1,false
2022,38,3,1,0,1,false
2023,45,19,0,1,1,false
2024,23,15,0,1,1,false
2025,30,2,1,0,1,false
2029,69,12,0,1,1,false
2030,75,21,0,1,1,false
2031,35,33,0,1,1,false
2032,90,75,1,0,1,false
2033,32,3,0,1,1,false
2034,34,29,0,1,1,false
2035,95,74,0,1,1,false
2036,94,56,1,0,1,false
2037,80,24,1,0,1,false
2038,18,1,0,1,1,false
2039,97,32,1,0,1,false
2040,73,12,0,1,1,false
2041,96,92,1,0,1,false
2042,11,3,1,0,1,false
2043,91,60,0,1,1,false
2044,59,52,1,0,1,false
2045,25,19,0,1,1,false
2046,47,24,1,0,1,false
2026,84,41,1,0,1,false
2027,59,13,0,1,1,false
2028,96,87,0,1,1,false
2047,66,9,1,0,1,false
2048,95,35,1,0,1,false
2049,75,35,0,1,1,false
2050,84,33,1,0,1,false
2051,10,0,0,1,1,false
2055,82,27,1,0,1,false
2056,40,18,1,0,1,false
2057,88,43,0,1,1,false
2058,28,16,0,1,1,false
2059,34,9,0,1,1,false
2060,40,30,1,0,1,false
2061,63,52,1,0,1,false
2062,95,61,0,1,1,false
2063,36,33,0,1,1,false
2064,81,69,0,1,1,false
2065,90,48,0,1,1,false
2066,23,1,1,0,1,false
2053,16,13,1,0,1,false
2068,51,35,0,1,1,false
2069,69,55,0,1,1,false
2070,81,31,0,1,1,false
2071,12,11,0,1,1,false
2052,64,28,1,0,1,false
2054,9,5,0,1,1,false
2067,61,45,1,0,1,false
2075,64,17,1,0,1,false
2076,93,14,0,1,1,false
2073,87,62,1,0,1,false
2077,65,42,0,1,1,false
2079,55,39,1,0,1,false
2080,70,40,1,0,1,false
2078,23,6,0,1,1,false
2082,97,27,1,0,1,false
2072,61,31,1,0,1,false
2083,74,7,1,0,1,false
2085,74,13,1,0,1,false
2081,80,67,1,0,1,false
2084,88,48,0,1,1,false
2086,70,16,1,0,1,false
2087,94,24,0,1,1,false
2074,82,59,1,0,1,false
2090,90,78,0,1,1,false
2088,88,22,0,1,1,false
2091,69,18,1,0,1,false
2089,42,17,1,0,1,false
2092,48,1,1,0,1,false
2093,13,5,0,1,1,false
2095,51,2,1,0,1,false
2096,97,91,0,1,1,false
2098,72,49,1,0,1,false
2094,21,2,0,1,1,false
2099,75,41,0,1,1,false
2101,95,87,1,0,1,false
2102,46,8,0,1,1,false
2097,92,79,1,0,1,false
2100,75,3,0,1,1,false
2105,50,6,0,1,1,false
2104,80,66,1,0,1,false
2107,63,14,0,1,1,false
2103,67,66,1,0,1,false
2106,72,60,0,1,1,false
2108,97,83,1,0,1,false
2110,21,16,0,1,1,false
2109,89,70,0,1,1,false
2111,97,94,0,1,1,false
2113,20,17,1,0,1,false
2114,47,34,1,0,1,false
2115,65,63,0,1,1,false
2112,33,12,0,1,1,false
2116,95,88,1,0,1,false
2118,75,32,0,1,1,false
2119,72,68,0,1,1,false
2120,90,70,0,1,1,false
2121,81,33,0,1,1,false
2122,55,4,0,1,1,false
2117,22,17,1,0,1,false
2123,81,68,0,1,1,false
2126,70,22,0,1,1,false
2124,98,59,1,0,1,false
2127,90,36,0,1,1,false
2129,59,22,0,1,1,false
2130,75,9,1,0,1,false
2128,71,63,0,1,1,false
2131,84,73,0,1,1,false
2125,44,12,0,1,1,false
2133,93,88,1,0,1,false
2135,76,22,0,1,1,false
2136,71,13,1,0,1,false
2137,49,24,1,0,1,false
2138,43,23,1,0,1,false
2134,54,23,1,0,1,false
2132,86,48,1,0,1,false
2141,27,6,0,1,1,false
2142,83,24,1,0,1,false
2144,59,5,1,0,1,false
2145,67,7,1,0,1,false
2143,75,64,1,0,1,false
2146,67,14,0,1,1,false
2139,74,57,0,1,1,false
2140,49,22,1,0,1,false
2150,99,87,0,1,1,false
2151,66,53,1,0,1,false
2152,66,61,1,0,1,false
2153,23,3,0,1,1,false
2154,88,63,0,1,1,false
2149,92,24,1,0,1,false
2155,89,63,1,0,1,false
2157,92,9,1,0,1,false
2156,79,18,1,0,1,false
2158,78,19,0,1,1,false
2159,35,26,0,1,1,false
2160,52,44,0,1,1,false
2162,83,57,0,1,1,false
2163,21,4,0,1,1,false
2161,89,21,1,0,1,false
2164,74,11,0,1,1,false
2147,85,51,1,0,1,false
2166,64,7,0,1,1,false
2167,85,62,0,1,1,false
2168,19,2,1,0,1,false
2170,60,57,1,0,1,false
2171,96,9,0,1,1,false
2169,76,61,0,1,1,false
2165,94,58,0,1,1,false
2148,72,43,1,0,1,false
2172,71,6,1,0,1,false
2173,91,56,0,1,1,false
2174,59,38,0,1,1,false
2178,75,39,0,1,1,false
2177,60,6,1,0,1,false
2179,41,19,0,1,1,false
2180,89,18,1,0,1,false
2181,90,85,1,0,1,false
2182,74,60,1,0,1,false
2175,71,37,1,0,1,false
2185,72,29,1,0,1,false
2184,70,54,0,1,1,false
2186,78,34,1,0,1,false
2187,42,0,0,1,1,false
2188,40,37,1,0,1,false
2189,92,90,1,0,1,false
2190,8,7,0,1,1,false
2192,89,67,1,0,1,false
2193,39,1,0,1,1,false
2194,17,9,0,1,1,false
2195,79,47,1,0,1,false
2196,84,49,0,1,1,false
2197,92,38,0,1,1,false
2183,43,25,0,1,1,false
2176,55,15,1,0,1,false
2191,91,7,0,1,1,false
2198,27,26,0,1,1,false
2202,51,9,1,0,1,false
2203,74,9,0,1,1,false
2204,73,51,1,0,1,false
2201,98,38,0,1,1,false
2205,31,14,0,1,1,false
2207,49,20,1,0,1,false
2208,30,11,1,0,1,false
2206,61,16,1,0,1,false
2209,76,6,1,0,1,false
2199,56,11,0,1,1,false
2200,79,71,1,0,1,false
2212,78,76,1,0,1,false
2214,55,51,1,0,1,false
2213,64,27,1,0,1,false
2215,75,70,0,1,1,false
2216,33,28,1,0,1,false
2217,71,32,1,0,1,false
2218,41,2,1,0,1,false
2211,61,10,1,0,1,false
2210,73,32,1,0,1,false
2219,78,58,1,0,1,false
2220,36,16,1,0,1,false
2221,99,33,0,1,1,false
2222,77,51,0,1,1,false
2223,95,91,1,0,1,false
2227,68,29,1,0,1,false
2225,79,37,0,1,1,false
2228,58,47,1,0,1,false
2229,45,32,1,0,1,false
2230,71,36,0,1,1,false
2231,70,64,0,1,1,false
2232,60,24,0,1,1,false
2224,80,62,1,0,1,false
2226,94,29,0,1,1,false
2233,63,35,1,0,1,false
2237,97,79,1,0,1,false
2238,97,50,1,0,1,false
2239,80,3,0,1,1,false
2240,38,7,0,1,1,false
2234,34,12,0,1,1,false
2235,81,9,1,0,1,false
2236,22,13,1,0,1,false
2244,89,14,0,1,1,false
2243,79,51,0,1,1,false
2246,40,33,1,0,1,false
2241,84,19,0,1,1,false
2242,86,55,0,1,1,false
2248,67,53,0,1,1,false
2249,2,1,1,0,1,false
2247,90,31,1,0,1,false
2245,79,10,1,0,1,false
2251,92,54,1,0,1,false
2250,51,6,1,0,1,false
2252,88,78,1,0,1,false
2253,77,19,0,1,1,false
2254,71,29,1,0,1,false
2256,81,14,0,1,1,false
2257,97,92,0,1,1,false
2258,74,15,1,0,1,false
2259,77,31,0,1,1,false
2255,95,66,1,0,1,false
2263,80,79,0,1,1,false
2264,71,4,1,0,1,false
2261,88,28,1,0,1,false
2266,92,65,1,0,1,false
2265,73,45,1,0,1,false
2260,37,7,0,1,1,false
2267,57,13,0,1,1,false
2268,40,13,1,0,1,false
2262,98,41,1,0,1,false
2269,58,28,0,1,1,false
2272,87,64,0,1,1,false
2270,66,32,1,0,1,false
2273,92,70,0,1,1,false
2274,27,10,1,0,1,false
2277,99,95,0,1,1,false
2276,43,6,1,0,1,false
2275,70,12,1,0,1,false
2278,34,0,1,0,1,false
2281,76,68,0,1,1,false
2282,72,5,1,0,1,false
2280,97,15,1,0,1,false
2283,46,3,0,1,1,false
2285,97,66,0,1,1,false
2279,96,88,0,1,1,false
2284,99,45,0,1,1,false
2287,42,4,1,0,1,false
2288,91,57,0,1,1,false
2289,88,10,1,0,1,false
2290,67,18,1,0,1,false
2286,79,40,0,1,1,false
2291,60,58,1,0,1,false
2292,47,30,1,0,1,false
2293,72,46,0,1,1,false
2271,97,55,0,1,1,false
2297,32,9,1,0,1,false
2298,65,9,1,0,1,false
2299,60,33,1,0,1,false
2300,23,12,0,1,1,false
2296,87,33,1,0,1,false
2301,75,60,0,1,1,false
2302,99,72,0,1,1,false
2303,97,48,1,0,1,false
2304,97,37,0,1,1,false
2306,85,78,1,0,1,false
2307,86,67,0,1,1,false
2305,77,35,0,1,1,false
2309,67,0,0,1,1,false
2308,52,29,1,0,1,false
2310,84,34,1,0,1,false
2311,60,54,0,1,1,false
2312,63,25,0,1,1,false
2313,76,65,0,1,1,false
2294,98,44,1,0,1,false
2314,87,57,0,1,1,false
2315,94,32,0,1,1,false
2316,71,34,1,0,1,false
2317,55,10,1,0,1,false
2318,73,40,0,1,1,false
2295,64,44,1,0,1,false
2322,49,9,0,1,1,false
2320,79,75,1,0,1,false
2323,54,10,1,0,1,false
2324,92,84,1,0,1,false
2325,91,26,1,0,1,false
2326,67,25,1,0,1,false
2319,30,24,0,1,1,false
2321,83,2,0,1,1,false
2327,78,60,1,0,1,false
2331,85,34,1,0,1,false
2332,64,4,0,1,1,false
2333,83,13,0,1,1,false
2334,68,41,1,0,1,false
2335,79,27,1,0,1,false
2329,98,7,0,1,1,false
2336,45,38,1,0,1,false
2338,75,67,0,1,1,false
2337,89,85,0,1,1,false
2328,97,20,1,0,1,false
2339,82,31,1,0,1,false
2330,38,23,1,0,1,false
2343,79,72,0,1,1,false
2342,83,55,1,0,1,false
2344,94,19,1,0,1,false
2345,98,8,0,1,1,false
2346,83,69,0,1,1,false
2347,89,44,1,0,1,false
2348,98,49,1,0,1,false
2340,65,40,1,0,1,false
2341,94,59,1,0,1,false
2349,44,16,0,1,1,false
2352,68,34,1,0,1,false
2351,22,16,0,1,1,false
2353,85,41,1,0,1,false
2355,60,13,1,0,1,false
2356,34,15,0,1,1,false
2354,65,39,1,0,1,false
2350,76,15,0,1,1,false
2358,18,0,0,1,1,false
2361,35,21,1,0,1,false
2360,67,49,1,0,1,false
2362,54,34,1,0,1,false
2363,94,57,1,0,1,false
2359,94,92,1,0,1,false
2364,75,0,0,1,1,false
2357,24,10,1,0,1,false
2365,56,47,0,1,1,false
2369,80,46,0,1,1,false
2370,93,25,1,0,1,false
2368,92,36,0,1,1,false
2371,74,44,1,0,1,false
2372,95,48,0,1,1,false
2373,23,9,0,1,1,false
2366,97,25,1,0,1,false
2374,80,5,0,1,1,false
2367,34,24,0,1,1,false
2377,55,50,1,0,1,false
2375,36,18,1,0,1,false
2378,69,0,0,1,1,false
2379,82,40,0,1,1,false
2380,88,35,0,1,1,false
2382,47,19,0,1,1,false
2381,13,0,0,1,1,false
2376,91,85,1,0,1,false
2386,53,8,0,1,1,false
2387,83,30,1,0,1,false
2388,73,47,0,1,1,false
2389,49,21,1,0,1,false
2384,78,1,0,1,1,false
2385,93,5,0,1,1,false
2391,53,47,0,1,1,false
2390,94,38,0,1,1,false
2392,74,70,1,0,1,false
2394,76,66,0,1,1,false
2395,52,12,0,1,1,false
2397,85,26,0,1,1,false
2398,33,15,0,1,1,false
2396,98,88,1,0,1,false
2399,82,62,0,1,1,false
2393,46,28,1,0,1,false
2383,87,17,0,1,1,false
2400,49,6,1,0,1,false
2403,43,22,0,1,1,false
2404,54,33,1,0,1,false
2401,36,5,0,1,1,false
2405,10,8,0,1,1,false
2406,76,3,0,1,1,false
2407,99,41,0,1,1,false
2408,71,70,1,0,1,false
2410,92,35,1,0,1,false
2412,39,27,0,1,1,false
2411,40,9,1,0,1,false
2413,74,47,1,0,1,false
2415,67,31,0,1,1,false
2409,62,15,1,0,1,false
2414,92,46,0,1,1,false
2402,25,7,0,1,1,false
2419,79,78,0,1,1,false
2420,91,37,0,1,1,false
2421,95,56,0,1,1,false
2417,56,45,1,0,1,false
2418,74,18,1,0,1,false
2423,68,6,1,0,1,false
2422,21,15,0,1,1,false
2424,98,43,0,1,1,false
2416,93,59,1,0,1,false
2428,35,6,1,0,1,false
2427,43,39,1,0,1,false
2429,87,58,1,0,1,false
2430,60,32,1,0,1,false
2431,98,5,1,0,1,false
2433,12,7,0,1,1,false
2432,32,13,1,0,1,false
2425,45,4,0,1,1,false
2436,35,15,1,0,1,false
2435,83,79,1,0,1,false
2426,86,34,1,0,1,false
2438,24,22,1,0,1,false
2439,82,28,1,0,1,false
2440,62,48,0,1,1,false
2434,57,26,1,0,1,false
2437,95,19,0,1,1,false
2441,42,3,0,1,1,false
2445,54,5,1,0,1,false
2443,83,64,1,0,1,false
2446,72,36,1,0,1,false
2447,60,42,1,0,1,false
2448,80,60,1,0,1,false
2449,94,7,0,1,1,false
2450,76,40,0,1,1,false
2442,56,48,0,1,1,false
2453,92,59,1,0,1,false
2454,99,78,0,1,1,false
2455,46,14,0,1,1,false
2456,92,28,1,0,1,false
2444,87,46,0,1,1,false
2457,66,23,1,0,1,false
2458,28,1,0,1,1,false
2452,89,80,0,1,1,false
2451,65,62,0,1,1,false
2462,45,2,0,1,1,false
2463,93,62,0,1,1,false
2464,72,42,0,1,1,false
2465,93,50,1,0,1,false
2461,63,42,1,0,1,false
2459,69,53,0,1,1,false
2466,48,19,0,1,1,false
2460,58,27,1,0,1,false
2470,63,44,1,0,1,false
2471,78,45,1,0,1,false
2472,53,50,1,0,1,false
2473,86,14,0,1,1,false
2468,96,56,0,1,1,false
2474,92,89,1,0,1,false
2475,81,64,0,1,1,false
2467,36,24,0,1,1,false
2469,97,90,0,1,1,false
2476,68,40,1,0,1,false
2480,29,25,0,1,1,false
2479,57,2,0,1,1,false
2481,65,57,0,1,1,false
2482,75,42,0,1,1,false
2483,74,55,0,1,1,false
2484,86,25,0,1,1,false
2485,70,68,0,1,1,false
2477,61,60,1,0,1,false
2478,62,2,0,1,1,false
2489,86,74,1,0,1,false
2488,40,1,0,1,1,false
2490,69,7,1,0,1,false
2491,62,54,1,0,1,false
2492,48,20,1,0,1,false
2493,54,24,0,1,1,false
2495,94,46,1,0,1,false
2496,66,3,1,0,1,false
2497,84,14,0,1,1,false
2498,74,39,0,1,1,false
2499,86,7,1,0,1,false
2486,82,18,0,1,1,false
2500,50,29,1,0,1,false
2487,57,24,0,1,1,false
2494,43,2,1,0,1,false
2504,56,41,0,1,1,false
2505,85,13,0,1,1,false
2502,54,49,0,1,1,false
2506,78,69,0,1,1,false
2507,80,36,0,1,1,false
2508,88,51,0,1,1,false
2509,91,72,1,0,1,false
2501,94,61,0,1,1,false
2503,70,45,1,0,1,false
2513,60,9,1,0,1,false
2514,85,35,1,0,1,false
2512,21,6,0,1,1,false
2516,40,29,1,0,1,false
2515,54,47,1,0,1,false
2518,64,49,0,1,1,false
2517,70,36,1,0,1,false
2520,79,59,0,1,1,false
2521,61,26,0,1,1,false
2522,81,51,0,1,1,false
2523,85,61,1,0,1,false
2524,18,11,0,1,1,false
2525,67,26,0,1,1,false
2526,62,44,0,1,1,false
2527,90,21,1,0,1,false
2528,37,6,0,1,1,false
2529,61,8,0,1,1,false
2530,72,40,0,1,1,false
2531,72,25,0,1,1,false
2532,77,41,0,1,1,false
2533,42,33,1,0,1,false
2534,96,12,0,1,1,false
2535,90,68,0,1,1,false
2510,77,56,0,1,1,false
2536,71,15,0,1,1,false
2537,97,77,1,0,1,false
2511,62,9,1,0,1,false
2519,20,16,1,0,1,false
2539,43,32,1,0,1,false
2542,51,41,1,0,1,false
2541,98,55,1,0,1,false
2543,94,27,0,1,1,false
2544,52,34,0,1,1,false
2545,63,10,0,1,1,false
2546,48,15,0,1,1,false
2540,97,82,1,0,1,false
2547,34,19,0,1,1,false
2538,86,3,0,1,1,false
2551,82,77,1,0,1,false
2552,57,22,1,0,1,false
2550,62,10,0,1,1,false
2553,37,10,1,0,1,false
2554,91,13,0,1,1,false
2555,57,56,1,0,1,false
2556,90,45,0,1,1,false
2558,79,64,1,0,1,false
2559,76,42,0,1,1,false
2560,86,40,0,1,1,false
2561,73,7,0,1,1,false
2562,14,4,1,0,1,false
2563,46,40,0,1,1,false
2548,32,14,0,1,1,false
2564,90,15,0,1,1,false
2565,74,65,1,0,1,false
2567,72,10,0,1,1,false
2568,44,24,1,0,1,false
2569,58,52,1,0,1,false
2566,80,4,1,0,1,false
2557,39,11,1,0,1,false
2571,66,51,1,0,1,false
2572,86,13,0,1,1,false
2574,45,26,1,0,1,false
2573,93,15,1,0,1,false
2575,66,57,1,0,1,false
2576,77,44,0,1,1,false
2549,81,8,1,0,1,false
2579,52,45,0,1,1,false
2580,59,56,1,0,1,false
2581,75,45,1,0,1,false
2582,85,77,1,0,1,false
2583,49,19,1,0,1,false
2584,46,30,0,1,1,false
2570,69,48,0,1,1,false
2578,21,13,0,1,1,false
2577,68,7,0,1,1,false
2587,64,51,1,0,1,false
2588,84,9,1,0,1,false
2590,53,6,0,1,1,false
2589,87,16,0,1,1,false
2591,63,21,1,0,1,false
2592,48,35,0,1,1,false
2585,74,32,1,0,1,false
2595,22,2,1,0,1,false
2594,45,41,1,0,1,false
2596,20,15,1,0,1,false
2597,86,58,1,0,1,false
2598,98,3,0,1,1,false
2600,94,81,1,0,1,false
2599,64,60,0,1,1,false
2602,48,13,0,1,1,false
2603,83,26,0,1,1,false
2604,86,78,0,1,1,false
2605,56,15,1,0,1,false
2606,71,43,1,0,1,false
2593,99,89,0,1,1,false
2607,72,1,1,0,1,false
2601,24,9,1,0,1,false
2586,63,45,1,0,1,false
2608,95,90,1,0,1,false
2612,60,18,1,0,1,false
2613,99,66,0,1,1,false
2614,90,26,0,1,1,false
2610,89,50,1,0,1,false
2615,93,11,1,0,1,false
2616,97,30,0,1,1,false
2617,84,25,1,0,1,false
2609,56,28,1,0,1,false
2611,89,20,0,1,1,false
2620,20,1,1,0,1,false
2621,73,22,0,1,1,false
2622,71,21,1,0,1,false
2623,84,65,1,0,1,false
2625,50,35,0,1,1,false
2624,76,74,0,1,1,false
2627,16,11,0,1,1,false
2628,22,4,1,0,1,false
2629,74,12,0,1,1,false
2630,90,87,0,1,1,false
2631,55,23,1,0,1,false
2632,90,67,1,0,1,false
2618,85,72,0,1,1,false
2619,23,18,1,0,1,false
2626,84,8,0,1,1,false
2634,79,31,1,0,1,false
2636,67,48,0,1,1,false
2638,44,15,0,1,1,false
2637,29,6,0,1,1,false
2639,42,21,1,0,1,false
2640,77,32,0,1,1,false
2641,39,24,0,1,1,false
2643,49,31,1,0,1,false
2644,17,12,0,1,1,false
2645,76,43,0,1,1,false
2642,47,4,1,0,1,false
2646,19,13,0,1,1,false
2647,29,16,1,0,1,false
2648,85,50,1,0,1,false
2649,68,66,1,0,1,false
2650,68,58,0,1,1,false
2633,82,6,0,1,1,false
2653,98,0,1,0,1,false
2654,87,54,1,0,1,false
2655,19,12,1,0,1,false
2656,40,8,1,0,1,false
2657,92,39,1,0,1,false
2658,96,33,1,0,1,false
2651,63,0,1,0,1,false
2659,19,7,1,0,1,false
2660,80,71,1,0,1,false
2661,99,73,0,1,1,false
2662,27,15,0,1,1,false
2663,63,36,1,0,1,false
2664,39,3,0,1,1,false
2652,46,45,0,1,1,false
2635,96,93,1,0,1,false
2668,47,2,0,1,1,false
2669,5,3,0,1,1,false
2667,24,3,0,1,1,false
2670,40,23,1,0,1,false
2671,81,26,0,1,1,false
2672,79,6,1,0,1,false
2673,13,4,1,0,1,false
2674,90,69,0,1,1,false
2676,70,20,1,0,1,false
2677,55,8,0,1,1,false
2678,96,0,1,0,1,false
2679,97,41,1,0,1,false
2665,64,42,0,1,1,false
2680,87,3,1,0,1,false
2681,9,7,0,1,1,false
2666,38,19,1,0,1,false
2675,80,69,1,0,1,false
2685,29,0,1,0,1,false
2684,84,7,1,0,1,false
2686,57,41,1,0,1,false
2687,66,27,1,0,1,false
2688,95,54,0,1,1,false
2689,61,46,0,1,1,false
2690,96,27,1,0,1,false
2682,41,4,1,0,1,false
2683,96,59,0,1,1,false
2694,93,26,0,1,1,false
2693,89,87,1,0,1,false
2695,11,1,0,1,1,false
2696,66,60,1,0,1,false
2697,86,6,0,1,1,false
2698,98,66,1,0,1,false
2699,30,12,0,1,1,false
2701,69,46,1,0,1,false
2702,82,35,0,1,1,false
2703,68,35,0,1,1,false
2704,59,14,0,1,1,false
2705,54,8,0,1,1,false
2706,97,74,1,0,1,false
2691,81,60,0,1,1,false
2692,91,45,1,0,1,false
2700,75,24,0,1,1,false
2707,96,17,0,1,1,false
2711,81,65,0,1,1,false
2712,66,42,1,0,1,false
2710,60,55,1,0,1,false
2713,90,61,0,1,1,false
2715,85,42,1,0,1,false
2716,9,0,1,0,1,false
2717,56,38,0,1,1,false
2714,64,19,0,1,1,false
2708,66,25,0,1,1,false
2720,54,12,1,0,1,false
2719,98,25,1,0,1,false
2721,94,21,1,0,1,false
2722,56,0,0,1,1,false
2723,41,6,0,1,1,false
2724,72,48,1,0,1,false
2725,84,12,1,0,1,false
2727,92,40,0,1,1,false
2728,55,46,0,1,1,false
2729,76,27,0,1,1,false
2718,90,27,1,0,1,false
2730,24,6,0,1,1,false
2731,98,22,0,1,1,false
2732,87,1,1,0,1,false
2709,93,85,0,1,1,false
2735,33,27,1,0,1,false
2734,69,41,0,1,1,false
2733,15,4,1,0,1,false
2726,62,19,0,1,1,false
2736,56,40,0,1,1,false
2737,78,62,1,0,1,false
2738,88,25,1,0,1,false
2739,18,9,1,0,1,false
2740,71,68,0,1,1,false
2741,44,30,0,1,1,false
2742,54,6,0,1,1,false
2743,63,8,0,1,1,false
2744,87,26,1,0,1,false
2745,40,3,1,0,1,false
2748,67,61,1,0,1,false
2749,51,36,0,1,1,false
2750,73,53,0,1,1,false
2751,99,49,0,1,1,false
2752,65,26,0,1,1,false
2753,94,9,1,0,1,false
2746,87,50,1,0,1,false
2747,94,74,0,1,1,false
2754,82,55,0,1,1,false
2755,50,23,1,0,1,false
2756,60,30,0,1,1,false
2757,70,50,1,0,1,false
2758,77,57,0,1,1,false
2759,90,63,0,1,1,false
2760,57,37,0,1,1,false
2763,60,38,0,1,1,false
2764,62,39,0,1,1,false
2765,71,25,1,0,1,false
2762,77,27,1,0,1,false
2767,52,17,0,1,1,false
2766,60,28,1,0,1,false
2768,82,22,0,1,1,false
2761,60,47,0,1,1,false
2770,92,86,0,1,1,false
2769,58,18,1,0,1,false
2771,90,58,0,1,1,false
2773,62,40,0,1,1,false
2774,83,54,0,1,1,false
2775,91,66,0,1,1,false
2776,29,17,1,0,1,false
2777,76,23,1,0,1,false
2778,88,34,1,0,1,false
2779,83,8,0,1,1,false
2782,45,39,0,1,1,false
2780,41,38,0,1,1,false
2781,89,65,1,0,1,false
2783,65,27,1,0,1,false
2784,85,4,1,0,1,false
2785,84,62,1,0,1,false
2786,63,26,1,0,1,false
2787,32,18,1,0,1,false
2788,75,54,0,1,1,false
2790,33,26,1,0,1,false
2791,52,38,0,1,1,false
2793,60,7,0,1,1,false
2792,73,14,0,1,1,false
2795,43,7,1,0,1,false
2794,30,10,1,0,1,false
2796,98,11,0,1,1,false
2789,64,6,1,0,1,false
2799,98,86,0,1,1,false
2798,60,56,0,1,1,false
2797,67,54,1,0,1,false
2801,89,36,1,0,1,false
2800,79,25,0,1,1,false
2802,11,5,1,0,1,false
2803,76,67,1,0,1,false
2804,54,52,1,0,1,false
2807,67,46,0,1,1,false
2808,45,11,1,0,1,false
2809,24,4,1,0,1,false
2805,53,33,1,0,1,false
2810,79,73,1,0,1,false
2806,30,13,0,1,1,false
2811,68,43,1,0,1,false
2812,25,9,1,0,1,false
2772,28,12,1,0,1,false
2815,75,28,0,1,1,false
2816,94,14,0,1,1,false
2817,83,11,0,1,1,false
2819,78,75,1,0,1,false
2820,82,24,1,0,1,false
2813,73,34,0,1,1,false
2814,37,24,0,1,1,false
2818,70,35,1,0,1,false
2821,32,8,0,1,1,false
2825,53,42,1,0,1,false
2822,81,54,0,1,1,false
2827,95,42,1,0,1,false
2826,28,9,1,0,1,false
2828,22,1,1,0,1,false
2823,50,21,1,0,1,false
2829,19,6,1,0,1,false
2830,91,36,0,1,1,false
2824,66,35,1,0,1,false
2832,55,38,0,1,1,false
2833,81,52,1,0,1,false
2834,55,54,0,1,1,false
2835,68,65,1,0,1,false
2836,46,31,0,1,1,false
2837,79,53,1,0,1,false
2840,97,45,1,0,1,false
2839,87,59,1,0,1,false
2841,48,2,0,1,1,false
2842,86,69,1,0,1,false
2843,80,61,1,0,1,false
2844,76,56,0,1,1,false
2838,24,12,0,1,1,false
2845,53,46,0,1,1,false
2846,56,25,0,1,1,false
2848,83,10,0,1,1,false
2847,76,24,0,1,1,false
2849,45,15,0,1,1,false
2850,78,65,1,0,1,false
2851,81,7,0,1,1,false
2852,84,61,1,0,1,false
2853,54,53,1,0,1,false
2856,33,6,0,1,1,false
2857,65,5,0,1,1,false
2854,80,59,1,0,1,false
2858,98,61,1,0,1,false
2859,46,34,0,1,1,false
2860,90,55,1,0,1,false
2855,50,0,0,1,1,false
